1,2,3,4,5,6,7,8
-0.5288064479827881,-8.349431037902832,-4.438427925109863,0.3454034924507141,-1.8985979557037354,-0.6566274762153625,6.708024978637695,-5.663220405578613
-0.547537088394165,-8.462627410888672,-4.412579536437988,0.3433738350868225,-1.8802794218063354,-0.6578906178474426,6.712858200073242,-5.510788440704346
-0.5597172379493713,-8.52511215209961,-4.399919509887695,0.3428686559200287,-1.8700003623962402,-0.6595816016197205,6.7171735763549805,-5.425258159637451
-0.5702604651451111,-8.597416877746582,-4.387962818145752,0.33991312980651855,-1.8620247840881348,-0.6577552556991577,6.7194600105285645,-5.315245628356934
-0.574409544467926,-8.640615463256836,-4.375180244445801,0.34150320291519165,-1.856131672859192,-0.6602755784988403,6.7207770347595215,-5.256187438964844
-0.5779948830604553,-8.67370891571045,-4.356217384338379,0.3414173722267151,-1.852864384651184,-0.6605689525604248,6.721909046173096,-5.2208685874938965
-0.5808038115501404,-8.688263893127441,-4.3442511558532715,0.34167420864105225,-1.850372076034546,-0.6611362099647522,6.723397254943848,-5.2094340324401855
-0.5838226079940796,-8.716225624084473,-4.322165489196777,0.34230583906173706,-1.8476568460464478,-0.6620233058929443,6.724443435668945,-5.181525707244873
-0.5854247212409973,-8.727663040161133,-4.320852279663086,0.34410688281059265,-1.8443381786346436,-0.6646238565444946,6.725482940673828,-5.166574954986572
-0.5875757932662964,-8.737997055053711,-4.317878723144531,0.34437933564186096,-1.8418666124343872,-0.6652361154556274,6.726041793823242,-5.151176452636719
-0.5892428755760193,-8.74319076538086,-4.31571626663208,0.3442881405353546,-1.8403477668762207,-0.665666937828064,6.726767063140869,-5.144839763641357
-0.5909941792488098,-8.748769760131836,-4.3115315437316895,0.3439432978630066,-1.8390007019042969,-0.6657325029373169,6.7274932861328125,-5.138866424560547
-0.5920776128768921,-8.74925708770752,-4.311306953430176,0.34383800625801086,-1.8380193710327148,-0.6660571098327637,6.728278636932373,-5.1390533447265625
-0.5930562019348145,-8.749638557434082,-4.310701370239258,0.34379616379737854,-1.8370760679244995,-0.6661571860313416,6.728636741638184,-5.139159202575684
-0.5939551591873169,-8.74985408782959,-4.31062650680542,0.34364110231399536,-1.836239218711853,-0.6663280129432678,6.729176044464111,-5.139297008514404
-0.5962080359458923,-8.753056526184082,-4.30877685546875,0.34284716844558716,-1.8349517583847046,-0.6662995219230652,6.7308669090271,-5.137158393859863
-0.5974247455596924,-8.759529113769531,-4.308475017547607,0.34381595253944397,-1.8327378034591675,-0.6680160760879517,6.7314958572387695,-5.128204822540283
-0.5981243848800659,-8.760176658630371,-4.307893753051758,0.34373098611831665,-1.832099199295044,-0.6680313348770142,6.731771469116211,-5.127944469451904
-0.5991483330726624,-8.765130043029785,-4.305848598480225,0.34408000111579895,-1.8306469917297363,-0.668585479259491,6.732066631317139,-5.122414588928223
-0.6006779670715332,-8.771403312683105,-4.30102014541626,0.34411880373954773,-1.8287642002105713,-0.6690431237220764,6.732712268829346,-5.116207122802734
